tinh,huyen,xa,diaban,hoso
823.0,1.0,1.0,8.0,3.0
823.0,1.0,1.0,8.0,14.0
823.0,1.0,1.0,8.0,13.0
823.0,1.0,1.0,8.0,15.0
823.0,1.0,1.0,8.0,4.0
823.0,1.0,1.0,8.0,16.0
823.0,1.0,1.0,8.0,5.0
823.0,1.0,1.0,8.0,7.0
823.0,1.0,1.0,8.0,6.0
823.0,1.0,1.0,8.0,8.0
823.0,1.0,1.0,8.0,10.0
823.0,1.0,1.0,8.0,11.0
823.0,1.0,1.0,8.0,18.0
823.0,1.0,1.0,8.0,17.0
823.0,1.0,1.0,8.0,21.0
823.0,1.0,5.0,2.0,1.0
823.0,1.0,5.0,2.0,2.0
823.0,1.0,5.0,2.0,3.0
823.0,1.0,5.0,2.0,4.0
823.0,1.0,5.0,2.0,5.0
823.0,1.0,5.0,2.0,6.0
823.0,1.0,5.0,2.0,7.0
823.0,1.0,5.0,2.0,8.0
823.0,1.0,5.0,2.0,9.0
823.0,1.0,5.0,2.0,10.0
823.0,1.0,5.0,2.0,11.0
823.0,1.0,5.0,2.0,12.0
823.0,1.0,5.0,2.0,13.0
823.0,1.0,5.0,2.0,14.0
823.0,1.0,5.0,2.0,15.0
823.0,1.0,9.0,25.0,8.0
823.0,1.0,9.0,25.0,19.0
823.0,1.0,9.0,25.0,20.0
823.0,1.0,9.0,25.0,13.0
823.0,1.0,9.0,25.0,7.0
823.0,1.0,9.0,25.0,2.0
823.0,1.0,9.0,25.0,12.0
823.0,1.0,9.0,25.0,3.0
823.0,1.0,9.0,25.0,4.0
823.0,1.0,9.0,25.0,9.0
823.0,1.0,9.0,25.0,1.0
823.0,1.0,9.0,25.0,10.0
823.0,1.0,9.0,25.0,5.0
823.0,1.0,9.0,25.0,11.0
823.0,1.0,9.0,25.0,6.0
823.0,1.0,11.0,9.0,1.0
823.0,1.0,11.0,9.0,10.0
823.0,1.0,11.0,9.0,5.0
823.0,1.0,11.0,9.0,12.0
823.0,1.0,11.0,9.0,15.0
823.0,1.0,11.0,9.0,6.0
823.0,1.0,11.0,9.0,4.0
823.0,1.0,11.0,9.0,13.0
823.0,1.0,11.0,9.0,14.0
823.0,1.0,11.0,9.0,9.0
823.0,1.0,11.0,9.0,11.0
823.0,1.0,11.0,9.0,7.0
823.0,1.0,11.0,9.0,8.0
823.0,1.0,11.0,9.0,3.0
823.0,1.0,11.0,9.0,2.0
823.0,1.0,13.0,25.0,2.0
823.0,1.0,13.0,25.0,9.0
823.0,1.0,13.0,25.0,16.0
823.0,1.0,13.0,25.0,3.0
823.0,1.0,13.0,25.0,6.0
823.0,1.0,13.0,25.0,17.0
823.0,1.0,13.0,25.0,4.0
823.0,1.0,13.0,25.0,5.0
823.0,1.0,13.0,25.0,13.0
823.0,1.0,13.0,25.0,14.0
823.0,1.0,13.0,25.0,20.0
823.0,1.0,13.0,25.0,7.0
823.0,1.0,13.0,25.0,10.0
823.0,1.0,13.0,25.0,11.0
823.0,1.0,13.0,25.0,12.0
823.0,1.0,17.0,14.0,12.0
823.0,1.0,17.0,14.0,9.0
823.0,1.0,17.0,14.0,3.0
823.0,1.0,17.0,14.0,10.0
823.0,1.0,17.0,14.0,8.0
823.0,1.0,17.0,14.0,7.0
823.0,1.0,17.0,14.0,11.0
823.0,1.0,17.0,14.0,14.0
823.0,1.0,17.0,14.0,13.0
823.0,1.0,17.0,14.0,15.0
823.0,1.0,17.0,14.0,1.0
823.0,1.0,17.0,14.0,2.0
823.0,1.0,17.0,14.0,5.0
823.0,1.0,17.0,14.0,4.0
823.0,1.0,17.0,14.0,6.0
823.0,1.0,19.0,20.0,2.0
823.0,1.0,19.0,20.0,15.0
823.0,1.0,19.0,20.0,13.0
823.0,1.0,19.0,20.0,14.0
823.0,1.0,19.0,20.0,12.0
823.0,1.0,19.0,20.0,11.0
823.0,1.0,19.0,20.0,6.0
823.0,1.0,19.0,20.0,5.0
823.0,1.0,19.0,20.0,4.0
823.0,1.0,19.0,20.0,3.0
823.0,1.0,19.0,20.0,1.0
823.0,1.0,19.0,20.0,7.0
823.0,1.0,19.0,20.0,8.0
823.0,1.0,19.0,20.0,9.0
823.0,1.0,19.0,20.0,10.0
823.0,1.0,21.0,8.0,1.0
823.0,1.0,21.0,8.0,2.0
823.0,1.0,21.0,8.0,4.0
823.0,1.0,21.0,8.0,5.0
823.0,1.0,21.0,8.0,6.0
823.0,1.0,21.0,8.0,7.0
823.0,1.0,21.0,8.0,8.0
823.0,1.0,21.0,8.0,9.0
823.0,1.0,21.0,8.0,10.0
823.0,1.0,21.0,8.0,11.0
823.0,1.0,21.0,8.0,12.0
823.0,1.0,21.0,8.0,13.0
823.0,1.0,21.0,8.0,14.0
823.0,1.0,21.0,8.0,15.0
823.0,1.0,21.0,8.0,16.0
823.0,1.0,27.0,12.0,1.0
823.0,1.0,27.0,12.0,3.0
823.0,1.0,27.0,12.0,4.0
823.0,1.0,27.0,12.0,5.0
823.0,1.0,27.0,12.0,6.0
823.0,1.0,27.0,12.0,7.0
823.0,1.0,27.0,12.0,8.0
823.0,1.0,27.0,12.0,9.0
823.0,1.0,27.0,12.0,10.0
823.0,1.0,27.0,12.0,11.0
823.0,1.0,27.0,12.0,12.0
823.0,1.0,27.0,12.0,16.0
823.0,1.0,27.0,12.0,14.0
823.0,1.0,27.0,12.0,15.0
823.0,1.0,27.0,12.0,19.0
823.0,3.0,1.0,14.0,10.0
823.0,3.0,1.0,14.0,3.0
823.0,3.0,1.0,14.0,6.0
823.0,3.0,1.0,14.0,2.0
823.0,3.0,1.0,14.0,9.0
823.0,3.0,1.0,14.0,17.0
823.0,3.0,1.0,14.0,8.0
823.0,3.0,1.0,14.0,11.0
823.0,3.0,1.0,14.0,5.0
823.0,3.0,1.0,14.0,12.0
823.0,3.0,1.0,14.0,14.0
823.0,3.0,1.0,14.0,15.0
823.0,3.0,1.0,14.0,13.0
823.0,3.0,1.0,14.0,7.0
823.0,3.0,1.0,14.0,1.0
823.0,3.0,5.0,3.0,1.0
823.0,3.0,5.0,3.0,2.0
823.0,3.0,5.0,3.0,4.0
823.0,3.0,5.0,3.0,5.0
823.0,3.0,5.0,3.0,6.0
823.0,3.0,5.0,3.0,9.0
823.0,3.0,5.0,3.0,10.0
823.0,3.0,5.0,3.0,11.0
823.0,3.0,5.0,3.0,12.0
823.0,3.0,5.0,3.0,14.0
823.0,3.0,5.0,3.0,15.0
823.0,3.0,5.0,3.0,17.0
823.0,3.0,5.0,3.0,18.0
823.0,3.0,5.0,3.0,19.0
823.0,3.0,5.0,3.0,8.0
823.0,3.0,8.0,23.0,15.0
823.0,3.0,8.0,23.0,14.0
823.0,3.0,8.0,23.0,13.0
823.0,3.0,8.0,23.0,2.0
823.0,3.0,8.0,23.0,8.0
823.0,3.0,8.0,23.0,1.0
823.0,3.0,8.0,23.0,3.0
823.0,3.0,8.0,23.0,7.0
823.0,3.0,8.0,23.0,9.0
823.0,3.0,8.0,23.0,4.0
823.0,3.0,8.0,23.0,5.0
823.0,3.0,8.0,23.0,6.0
823.0,3.0,8.0,23.0,10.0
823.0,3.0,8.0,23.0,11.0
823.0,3.0,8.0,23.0,12.0
823.0,3.0,11.0,24.0,4.0
823.0,3.0,11.0,24.0,5.0
823.0,3.0,11.0,24.0,6.0
823.0,3.0,11.0,24.0,16.0
823.0,3.0,11.0,24.0,2.0
823.0,3.0,11.0,24.0,11.0
823.0,3.0,11.0,24.0,10.0
823.0,3.0,11.0,24.0,9.0
823.0,3.0,11.0,24.0,8.0
823.0,3.0,11.0,24.0,7.0
823.0,3.0,11.0,24.0,1.0
823.0,3.0,11.0,24.0,18.0
823.0,3.0,11.0,24.0,20.0
823.0,3.0,11.0,24.0,13.0
823.0,3.0,11.0,24.0,14.0
823.0,3.0,13.0,39.0,14.0
823.0,3.0,13.0,39.0,15.0
823.0,3.0,13.0,39.0,20.0
823.0,3.0,13.0,39.0,3.0
823.0,3.0,13.0,39.0,10.0
823.0,3.0,13.0,39.0,7.0
823.0,3.0,13.0,39.0,11.0
823.0,3.0,13.0,39.0,2.0
823.0,3.0,13.0,39.0,16.0
823.0,3.0,13.0,39.0,1.0
823.0,3.0,13.0,39.0,18.0
823.0,3.0,13.0,39.0,5.0
823.0,3.0,13.0,39.0,8.0
823.0,3.0,13.0,39.0,12.0
823.0,3.0,13.0,39.0,6.0
823.0,3.0,15.0,13.0,21.0
823.0,3.0,15.0,13.0,14.0
823.0,3.0,15.0,13.0,1.0
823.0,3.0,15.0,13.0,12.0
823.0,3.0,15.0,13.0,8.0
823.0,3.0,15.0,13.0,5.0
823.0,3.0,15.0,13.0,10.0
823.0,3.0,15.0,13.0,4.0
823.0,3.0,15.0,13.0,2.0
823.0,3.0,15.0,13.0,7.0
823.0,3.0,15.0,13.0,9.0
823.0,3.0,15.0,13.0,6.0
823.0,3.0,15.0,13.0,3.0
823.0,3.0,15.0,13.0,11.0
823.0,3.0,15.0,13.0,15.0
823.0,5.0,1.0,1.0,15.0
823.0,5.0,1.0,1.0,13.0
823.0,5.0,1.0,1.0,14.0
823.0,5.0,1.0,1.0,12.0
823.0,5.0,1.0,1.0,18.0
823.0,5.0,1.0,1.0,17.0
823.0,5.0,1.0,1.0,11.0
823.0,5.0,1.0,1.0,10.0
823.0,5.0,1.0,1.0,8.0
823.0,5.0,1.0,1.0,7.0
823.0,5.0,1.0,1.0,6.0
823.0,5.0,1.0,1.0,5.0
823.0,5.0,1.0,1.0,4.0
823.0,5.0,1.0,1.0,3.0
823.0,5.0,1.0,1.0,1.0
823.0,5.0,5.0,23.0,15.0
823.0,5.0,5.0,23.0,14.0
823.0,5.0,5.0,23.0,13.0
823.0,5.0,5.0,23.0,7.0
823.0,5.0,5.0,23.0,18.0
823.0,5.0,5.0,23.0,12.0
823.0,5.0,5.0,23.0,1.0
823.0,5.0,5.0,23.0,2.0
823.0,5.0,5.0,23.0,8.0
823.0,5.0,5.0,23.0,6.0
823.0,5.0,5.0,23.0,16.0
823.0,5.0,5.0,23.0,3.0
823.0,5.0,5.0,23.0,10.0
823.0,5.0,5.0,23.0,17.0
823.0,5.0,5.0,23.0,4.0
823.0,5.0,10.0,18.0,5.0
823.0,5.0,10.0,18.0,1.0
823.0,5.0,10.0,18.0,2.0
823.0,5.0,10.0,18.0,3.0
823.0,5.0,10.0,18.0,10.0
823.0,5.0,10.0,18.0,8.0
823.0,5.0,10.0,18.0,6.0
823.0,5.0,10.0,18.0,7.0
823.0,5.0,10.0,18.0,11.0
823.0,5.0,10.0,18.0,4.0
823.0,5.0,10.0,18.0,12.0
823.0,5.0,10.0,18.0,18.0
823.0,5.0,10.0,18.0,15.0
823.0,5.0,10.0,18.0,19.0
823.0,5.0,10.0,18.0,13.0
823.0,5.0,11.0,21.0,1.0
823.0,5.0,11.0,21.0,2.0
823.0,5.0,11.0,21.0,3.0
823.0,5.0,11.0,21.0,4.0
823.0,5.0,11.0,21.0,5.0
823.0,5.0,11.0,21.0,6.0
823.0,5.0,11.0,21.0,7.0
823.0,5.0,11.0,21.0,8.0
823.0,5.0,11.0,21.0,10.0
823.0,5.0,11.0,21.0,11.0
823.0,5.0,11.0,21.0,12.0
823.0,5.0,11.0,21.0,13.0
823.0,5.0,11.0,21.0,14.0
823.0,5.0,11.0,21.0,15.0
823.0,5.0,11.0,21.0,9.0
823.0,7.0,3.0,40.0,13.0
823.0,7.0,3.0,40.0,14.0
823.0,7.0,3.0,40.0,15.0
823.0,7.0,3.0,40.0,6.0
823.0,7.0,3.0,40.0,2.0
823.0,7.0,3.0,40.0,16.0
823.0,7.0,3.0,40.0,18.0
823.0,7.0,3.0,40.0,8.0
823.0,7.0,3.0,40.0,17.0
823.0,7.0,3.0,40.0,12.0
823.0,7.0,3.0,40.0,5.0
823.0,7.0,3.0,40.0,1.0
823.0,7.0,3.0,40.0,10.0
823.0,7.0,3.0,40.0,4.0
823.0,7.0,3.0,40.0,9.0
823.0,7.0,7.0,9.0,13.0
823.0,7.0,7.0,9.0,20.0
823.0,7.0,7.0,9.0,14.0
823.0,7.0,7.0,9.0,8.0
823.0,7.0,7.0,9.0,4.0
823.0,7.0,7.0,9.0,9.0
823.0,7.0,7.0,9.0,11.0
823.0,7.0,7.0,9.0,1.0
823.0,7.0,7.0,9.0,5.0
823.0,7.0,7.0,9.0,3.0
823.0,7.0,7.0,9.0,16.0
823.0,7.0,7.0,9.0,17.0
823.0,7.0,7.0,9.0,7.0
823.0,7.0,7.0,9.0,6.0
823.0,7.0,7.0,9.0,12.0
823.0,7.0,8.0,57.0,15.0
823.0,7.0,8.0,57.0,14.0
823.0,7.0,8.0,57.0,13.0
823.0,7.0,8.0,57.0,1.0
823.0,7.0,8.0,57.0,2.0
823.0,7.0,8.0,57.0,3.0
823.0,7.0,8.0,57.0,4.0
823.0,7.0,8.0,57.0,11.0
823.0,7.0,8.0,57.0,5.0
823.0,7.0,8.0,57.0,8.0
823.0,7.0,8.0,57.0,9.0
823.0,7.0,8.0,57.0,12.0
823.0,7.0,8.0,57.0,16.0
823.0,7.0,8.0,57.0,17.0
823.0,7.0,8.0,57.0,18.0
823.0,7.0,11.0,28.0,9.0
823.0,7.0,11.0,28.0,10.0
823.0,7.0,11.0,28.0,12.0
823.0,7.0,11.0,28.0,11.0
823.0,7.0,11.0,28.0,1.0
823.0,7.0,11.0,28.0,8.0
823.0,7.0,11.0,28.0,3.0
823.0,7.0,11.0,28.0,6.0
823.0,7.0,11.0,28.0,18.0
823.0,7.0,11.0,28.0,7.0
823.0,7.0,11.0,28.0,5.0
823.0,7.0,11.0,28.0,4.0
823.0,7.0,11.0,28.0,13.0
823.0,7.0,11.0,28.0,15.0
823.0,7.0,11.0,28.0,14.0
823.0,7.0,13.0,39.0,1.0
823.0,7.0,13.0,39.0,7.0
823.0,7.0,13.0,39.0,12.0
823.0,7.0,13.0,39.0,16.0
823.0,7.0,13.0,39.0,10.0
823.0,7.0,13.0,39.0,5.0
823.0,7.0,13.0,39.0,2.0
823.0,7.0,13.0,39.0,11.0
823.0,7.0,13.0,39.0,3.0
823.0,7.0,13.0,39.0,4.0
823.0,7.0,13.0,39.0,8.0
823.0,7.0,13.0,39.0,6.0
823.0,7.0,13.0,39.0,14.0
823.0,7.0,13.0,39.0,15.0
823.0,7.0,13.0,39.0,13.0
823.0,7.0,17.0,11.0,3.0
823.0,7.0,17.0,11.0,1.0
823.0,7.0,17.0,11.0,2.0
823.0,7.0,17.0,11.0,5.0
823.0,7.0,17.0,11.0,7.0
823.0,7.0,17.0,11.0,9.0
823.0,7.0,17.0,11.0,8.0
823.0,7.0,17.0,11.0,10.0
823.0,7.0,17.0,11.0,11.0
823.0,7.0,17.0,11.0,16.0
823.0,7.0,17.0,11.0,17.0
823.0,7.0,17.0,11.0,18.0
823.0,7.0,17.0,11.0,13.0
823.0,7.0,17.0,11.0,19.0
823.0,7.0,17.0,11.0,14.0
823.0,9.0,3.0,21.0,7.0
823.0,9.0,3.0,21.0,8.0
823.0,9.0,3.0,21.0,11.0
823.0,9.0,3.0,21.0,5.0
823.0,9.0,3.0,21.0,9.0
823.0,9.0,3.0,21.0,1.0
823.0,9.0,3.0,21.0,10.0
823.0,9.0,3.0,21.0,4.0
823.0,9.0,3.0,21.0,12.0
823.0,9.0,3.0,21.0,6.0
823.0,9.0,3.0,21.0,2.0
823.0,9.0,3.0,21.0,3.0
823.0,9.0,3.0,21.0,15.0
823.0,9.0,3.0,21.0,14.0
823.0,9.0,3.0,21.0,13.0
823.0,9.0,4.0,33.0,7.0
823.0,9.0,4.0,33.0,1.0
823.0,9.0,4.0,33.0,2.0
823.0,9.0,4.0,33.0,3.0
823.0,9.0,4.0,33.0,4.0
823.0,9.0,4.0,33.0,5.0
823.0,9.0,4.0,33.0,6.0
823.0,9.0,4.0,33.0,8.0
823.0,9.0,4.0,33.0,9.0
823.0,9.0,4.0,33.0,10.0
823.0,9.0,4.0,33.0,11.0
823.0,9.0,4.0,33.0,12.0
823.0,9.0,4.0,33.0,14.0
823.0,9.0,4.0,33.0,13.0
823.0,9.0,4.0,33.0,15.0
823.0,9.0,7.0,12.0,1.0
823.0,9.0,7.0,12.0,2.0
823.0,9.0,7.0,12.0,3.0
823.0,9.0,7.0,12.0,4.0
823.0,9.0,7.0,12.0,5.0
823.0,9.0,7.0,12.0,8.0
823.0,9.0,7.0,12.0,6.0
823.0,9.0,7.0,12.0,7.0
823.0,9.0,7.0,12.0,9.0
823.0,9.0,7.0,12.0,10.0
823.0,9.0,7.0,12.0,11.0
823.0,9.0,7.0,12.0,12.0
823.0,9.0,7.0,12.0,14.0
823.0,9.0,7.0,12.0,15.0
823.0,9.0,7.0,12.0,13.0
823.0,9.0,10.0,3.0,6.0
823.0,9.0,10.0,3.0,3.0
823.0,9.0,10.0,3.0,1.0
823.0,9.0,10.0,3.0,2.0
823.0,9.0,10.0,3.0,5.0
823.0,9.0,10.0,3.0,7.0
823.0,9.0,10.0,3.0,8.0
823.0,9.0,10.0,3.0,9.0
823.0,9.0,10.0,3.0,10.0
823.0,9.0,10.0,3.0,11.0
823.0,9.0,10.0,3.0,12.0
823.0,9.0,10.0,3.0,16.0
823.0,9.0,10.0,3.0,13.0
823.0,9.0,10.0,3.0,14.0
823.0,9.0,10.0,3.0,15.0
823.0,9.0,13.0,17.0,4.0
823.0,9.0,13.0,17.0,6.0
823.0,9.0,13.0,17.0,3.0
823.0,9.0,13.0,17.0,10.0
823.0,9.0,13.0,17.0,1.0
823.0,9.0,13.0,17.0,5.0
823.0,9.0,13.0,17.0,16.0
823.0,9.0,13.0,17.0,9.0
823.0,9.0,13.0,17.0,12.0
823.0,9.0,13.0,17.0,2.0
823.0,9.0,13.0,17.0,11.0
823.0,9.0,13.0,17.0,14.0
823.0,9.0,13.0,17.0,13.0
823.0,9.0,13.0,17.0,20.0
823.0,9.0,13.0,17.0,21.0
823.0,9.0,15.0,24.0,3.0
823.0,9.0,15.0,24.0,4.0
823.0,9.0,15.0,24.0,2.0
823.0,9.0,15.0,24.0,14.0
823.0,9.0,15.0,24.0,5.0
823.0,9.0,15.0,24.0,6.0
823.0,9.0,15.0,24.0,7.0
823.0,9.0,15.0,24.0,9.0
823.0,9.0,15.0,24.0,10.0
823.0,9.0,15.0,24.0,11.0
823.0,9.0,15.0,24.0,12.0
823.0,9.0,15.0,24.0,17.0
823.0,9.0,15.0,24.0,18.0
823.0,9.0,15.0,24.0,13.0
823.0,9.0,15.0,24.0,15.0
823.0,9.0,19.0,20.0,14.0
823.0,9.0,19.0,20.0,15.0
823.0,9.0,19.0,20.0,13.0
823.0,9.0,19.0,20.0,3.0
823.0,9.0,19.0,20.0,9.0
823.0,9.0,19.0,20.0,12.0
823.0,9.0,19.0,20.0,1.0
823.0,9.0,19.0,20.0,2.0
823.0,9.0,19.0,20.0,4.0
823.0,9.0,19.0,20.0,5.0
823.0,9.0,19.0,20.0,6.0
823.0,9.0,19.0,20.0,7.0
823.0,9.0,19.0,20.0,8.0
823.0,9.0,19.0,20.0,10.0
823.0,9.0,19.0,20.0,11.0
823.0,9.0,21.0,3.0,1.0
823.0,9.0,21.0,3.0,2.0
823.0,9.0,21.0,3.0,4.0
823.0,9.0,21.0,3.0,9.0
823.0,9.0,21.0,3.0,7.0
823.0,9.0,21.0,3.0,3.0
823.0,9.0,21.0,3.0,18.0
823.0,9.0,21.0,3.0,6.0
823.0,9.0,21.0,3.0,17.0
823.0,9.0,21.0,3.0,10.0
823.0,9.0,21.0,3.0,16.0
823.0,9.0,21.0,3.0,21.0
823.0,9.0,21.0,3.0,20.0
823.0,9.0,21.0,3.0,15.0
823.0,9.0,21.0,3.0,14.0
823.0,9.0,24.0,1.0,13.0
823.0,9.0,24.0,1.0,15.0
823.0,9.0,24.0,1.0,19.0
823.0,9.0,24.0,1.0,1.0
823.0,9.0,24.0,1.0,16.0
823.0,9.0,24.0,1.0,17.0
823.0,9.0,24.0,1.0,18.0
823.0,9.0,24.0,1.0,10.0
823.0,9.0,24.0,1.0,2.0
823.0,9.0,24.0,1.0,3.0
823.0,9.0,24.0,1.0,7.0
823.0,9.0,24.0,1.0,12.0
823.0,9.0,24.0,1.0,11.0
823.0,9.0,24.0,1.0,4.0
823.0,9.0,24.0,1.0,5.0
823.0,11.0,5.0,2.0,3.0
823.0,11.0,5.0,2.0,1.0
823.0,11.0,5.0,2.0,2.0
823.0,11.0,5.0,2.0,4.0
823.0,11.0,5.0,2.0,5.0
823.0,11.0,5.0,2.0,6.0
823.0,11.0,5.0,2.0,7.0
823.0,11.0,5.0,2.0,8.0
823.0,11.0,5.0,2.0,9.0
823.0,11.0,5.0,2.0,10.0
823.0,11.0,5.0,2.0,11.0
823.0,11.0,5.0,2.0,12.0
823.0,11.0,5.0,2.0,13.0
823.0,11.0,5.0,2.0,14.0
823.0,11.0,5.0,2.0,15.0
823.0,11.0,7.0,17.0,10.0
823.0,11.0,7.0,17.0,18.0
823.0,11.0,7.0,17.0,2.0
823.0,11.0,7.0,17.0,9.0
823.0,11.0,7.0,17.0,17.0
823.0,11.0,7.0,17.0,12.0
823.0,11.0,7.0,17.0,5.0
823.0,11.0,7.0,17.0,25.0
823.0,11.0,7.0,17.0,22.0
823.0,11.0,7.0,17.0,6.0
823.0,11.0,7.0,17.0,8.0
823.0,11.0,7.0,17.0,7.0
823.0,11.0,7.0,17.0,15.0
823.0,11.0,7.0,17.0,20.0
823.0,11.0,7.0,17.0,14.0
823.0,11.0,8.0,7.0,11.0
823.0,11.0,8.0,7.0,17.0
823.0,11.0,8.0,7.0,1.0
823.0,11.0,8.0,7.0,2.0
823.0,11.0,8.0,7.0,3.0
823.0,11.0,8.0,7.0,6.0
823.0,11.0,8.0,7.0,7.0
823.0,11.0,8.0,7.0,8.0
823.0,11.0,8.0,7.0,9.0
823.0,11.0,8.0,7.0,18.0
823.0,11.0,8.0,7.0,15.0
823.0,11.0,8.0,7.0,20.0
823.0,11.0,8.0,7.0,13.0
823.0,11.0,8.0,7.0,22.0
823.0,11.0,8.0,7.0,21.0
823.0,11.0,11.0,2.0,14.0
823.0,11.0,11.0,2.0,13.0
823.0,11.0,11.0,2.0,15.0
823.0,11.0,11.0,2.0,1.0
823.0,11.0,11.0,2.0,7.0
823.0,11.0,11.0,2.0,8.0
823.0,11.0,11.0,2.0,18.0
823.0,11.0,11.0,2.0,12.0
823.0,11.0,11.0,2.0,9.0
823.0,11.0,11.0,2.0,11.0
823.0,11.0,11.0,2.0,5.0
823.0,11.0,11.0,2.0,3.0
823.0,11.0,11.0,2.0,6.0
823.0,11.0,11.0,2.0,4.0
823.0,11.0,11.0,2.0,2.0
823.0,11.0,12.0,31.0,7.0
823.0,11.0,12.0,31.0,1.0
823.0,11.0,12.0,31.0,2.0
823.0,11.0,12.0,31.0,3.0
823.0,11.0,12.0,31.0,4.0
823.0,11.0,12.0,31.0,5.0
823.0,11.0,12.0,31.0,6.0
823.0,11.0,12.0,31.0,8.0
823.0,11.0,12.0,31.0,9.0
823.0,11.0,12.0,31.0,10.0
823.0,11.0,12.0,31.0,11.0
823.0,11.0,12.0,31.0,12.0
823.0,11.0,12.0,31.0,13.0
823.0,11.0,12.0,31.0,14.0
823.0,11.0,12.0,31.0,15.0
823.0,11.0,17.0,15.0,15.0
823.0,11.0,17.0,15.0,14.0
823.0,11.0,17.0,15.0,13.0
823.0,11.0,17.0,15.0,12.0
823.0,11.0,17.0,15.0,11.0
823.0,11.0,17.0,15.0,10.0
823.0,11.0,17.0,15.0,9.0
823.0,11.0,17.0,15.0,8.0
823.0,11.0,17.0,15.0,7.0
823.0,11.0,17.0,15.0,6.0
823.0,11.0,17.0,15.0,5.0
823.0,11.0,17.0,15.0,4.0
823.0,11.0,17.0,15.0,3.0
823.0,11.0,17.0,15.0,2.0
823.0,11.0,17.0,15.0,1.0
823.0,11.0,19.0,29.0,2.0
823.0,11.0,19.0,29.0,7.0
823.0,11.0,19.0,29.0,6.0
823.0,11.0,19.0,29.0,3.0
823.0,11.0,19.0,29.0,5.0
823.0,11.0,19.0,29.0,11.0
823.0,11.0,19.0,29.0,8.0
823.0,11.0,19.0,29.0,1.0
823.0,11.0,19.0,29.0,16.0
823.0,11.0,19.0,29.0,4.0
823.0,11.0,19.0,29.0,12.0
823.0,11.0,19.0,29.0,10.0
823.0,11.0,19.0,29.0,13.0
823.0,11.0,19.0,29.0,14.0
823.0,11.0,19.0,29.0,15.0
823.0,13.0,1.0,4.0,1.0
823.0,13.0,1.0,4.0,2.0
823.0,13.0,1.0,4.0,4.0
823.0,13.0,1.0,4.0,5.0
823.0,13.0,1.0,4.0,6.0
823.0,13.0,1.0,4.0,9.0
823.0,13.0,1.0,4.0,10.0
823.0,13.0,1.0,4.0,11.0
823.0,13.0,1.0,4.0,12.0
823.0,13.0,1.0,4.0,16.0
823.0,13.0,1.0,4.0,18.0
823.0,13.0,1.0,4.0,8.0
823.0,13.0,1.0,4.0,13.0
823.0,13.0,1.0,4.0,15.0
823.0,13.0,1.0,4.0,14.0
823.0,13.0,6.0,29.0,1.0
823.0,13.0,6.0,29.0,16.0
823.0,13.0,6.0,29.0,5.0
823.0,13.0,6.0,29.0,6.0
823.0,13.0,6.0,29.0,7.0
823.0,13.0,6.0,29.0,8.0
823.0,13.0,6.0,29.0,9.0
823.0,13.0,6.0,29.0,10.0
823.0,13.0,6.0,29.0,11.0
823.0,13.0,6.0,29.0,12.0
823.0,13.0,6.0,29.0,17.0
823.0,13.0,6.0,29.0,18.0
823.0,13.0,6.0,29.0,19.0
823.0,13.0,6.0,29.0,13.0
823.0,13.0,6.0,29.0,15.0
823.0,13.0,11.0,4.0,1.0
823.0,13.0,11.0,4.0,2.0
823.0,13.0,11.0,4.0,3.0
823.0,13.0,11.0,4.0,4.0
823.0,13.0,11.0,4.0,5.0
823.0,13.0,11.0,4.0,6.0
823.0,13.0,11.0,4.0,7.0
823.0,13.0,11.0,4.0,8.0
823.0,13.0,11.0,4.0,9.0
823.0,13.0,11.0,4.0,10.0
823.0,13.0,11.0,4.0,11.0
823.0,13.0,11.0,4.0,12.0
823.0,13.0,11.0,4.0,13.0
823.0,13.0,11.0,4.0,14.0
823.0,13.0,11.0,4.0,15.0
823.0,13.0,12.0,25.0,19.0
823.0,13.0,12.0,25.0,15.0
823.0,13.0,12.0,25.0,13.0
823.0,13.0,12.0,25.0,10.0
823.0,13.0,12.0,25.0,3.0
823.0,13.0,12.0,25.0,8.0
823.0,13.0,12.0,25.0,18.0
823.0,13.0,12.0,25.0,9.0
823.0,13.0,12.0,25.0,11.0
823.0,13.0,12.0,25.0,4.0
823.0,13.0,12.0,25.0,5.0
823.0,13.0,12.0,25.0,16.0
823.0,13.0,12.0,25.0,7.0
823.0,13.0,12.0,25.0,1.0
823.0,13.0,12.0,25.0,12.0
823.0,13.0,17.0,1.0,6.0
823.0,13.0,17.0,1.0,7.0
823.0,13.0,17.0,1.0,21.0
823.0,13.0,17.0,1.0,2.0
823.0,13.0,17.0,1.0,3.0
823.0,13.0,17.0,1.0,22.0
823.0,13.0,17.0,1.0,23.0
823.0,13.0,17.0,1.0,5.0
823.0,13.0,17.0,1.0,10.0
823.0,13.0,17.0,1.0,9.0
823.0,13.0,17.0,1.0,4.0
823.0,13.0,17.0,1.0,12.0
823.0,13.0,17.0,1.0,14.0
823.0,13.0,17.0,1.0,20.0
823.0,13.0,17.0,1.0,13.0
821.0,1.0,1.0,2.0,1.0
821.0,1.0,1.0,2.0,2.0
821.0,1.0,1.0,2.0,3.0
821.0,1.0,1.0,2.0,5.0
821.0,1.0,1.0,2.0,6.0
821.0,1.0,1.0,2.0,7.0
821.0,1.0,1.0,2.0,8.0
821.0,1.0,1.0,2.0,10.0
821.0,1.0,1.0,2.0,11.0
