tinh,huyen,xa,diaban,hoso
221.0,9.0,39.0,13.0,15.0
221.0,9.0,39.0,13.0,2.0
221.0,9.0,39.0,13.0,3.0
221.0,9.0,39.0,13.0,4.0
221.0,9.0,39.0,13.0,5.0
221.0,9.0,39.0,13.0,6.0
221.0,9.0,39.0,13.0,7.0
221.0,9.0,39.0,13.0,8.0
221.0,9.0,39.0,13.0,9.0
221.0,9.0,39.0,13.0,10.0
221.0,9.0,39.0,13.0,11.0
221.0,9.0,39.0,13.0,12.0
221.0,9.0,39.0,13.0,13.0
221.0,9.0,39.0,13.0,14.0
221.0,9.0,45.0,12.0,14.0
221.0,9.0,45.0,12.0,15.0
221.0,9.0,45.0,12.0,19.0
221.0,9.0,45.0,12.0,10.0
221.0,9.0,45.0,12.0,5.0
221.0,9.0,45.0,12.0,11.0
221.0,9.0,45.0,12.0,2.0
221.0,9.0,45.0,12.0,1.0
221.0,9.0,45.0,12.0,3.0
221.0,9.0,45.0,12.0,4.0
221.0,9.0,45.0,12.0,17.0
221.0,9.0,45.0,12.0,6.0
221.0,9.0,45.0,12.0,16.0
221.0,9.0,45.0,12.0,7.0
221.0,9.0,45.0,12.0,12.0
221.0,9.0,49.0,21.0,14.0
221.0,9.0,49.0,21.0,15.0
221.0,9.0,49.0,21.0,13.0
221.0,9.0,49.0,21.0,1.0
221.0,9.0,49.0,21.0,2.0
221.0,9.0,49.0,21.0,3.0
221.0,9.0,49.0,21.0,4.0
221.0,9.0,49.0,21.0,5.0
221.0,9.0,49.0,21.0,7.0
221.0,9.0,49.0,21.0,6.0
221.0,9.0,49.0,21.0,8.0
221.0,9.0,49.0,21.0,9.0
221.0,9.0,49.0,21.0,10.0
221.0,9.0,49.0,21.0,11.0
221.0,9.0,49.0,21.0,12.0
221.0,11.0,1.0,7.0,15.0
221.0,11.0,1.0,7.0,14.0
221.0,11.0,1.0,7.0,13.0
221.0,11.0,1.0,7.0,1.0
221.0,11.0,1.0,7.0,7.0
221.0,11.0,1.0,7.0,2.0
221.0,11.0,1.0,7.0,3.0
221.0,11.0,1.0,7.0,4.0
221.0,11.0,1.0,7.0,5.0
221.0,11.0,1.0,7.0,6.0
221.0,11.0,1.0,7.0,8.0
221.0,11.0,1.0,7.0,9.0
221.0,11.0,1.0,7.0,10.0
221.0,11.0,1.0,7.0,12.0
221.0,11.0,1.0,7.0,11.0
221.0,11.0,11.0,8.0,6.0
221.0,11.0,11.0,8.0,15.0
221.0,11.0,11.0,8.0,13.0
221.0,11.0,11.0,8.0,22.0
221.0,11.0,11.0,8.0,1.0
221.0,11.0,11.0,8.0,3.0
221.0,11.0,11.0,8.0,10.0
221.0,11.0,11.0,8.0,9.0
221.0,11.0,11.0,8.0,8.0
221.0,11.0,11.0,8.0,7.0
221.0,11.0,11.0,8.0,21.0
221.0,11.0,11.0,8.0,18.0
221.0,11.0,11.0,8.0,16.0
221.0,11.0,11.0,8.0,12.0
221.0,11.0,11.0,8.0,11.0
221.0,11.0,17.0,19.0,1.0
221.0,11.0,17.0,19.0,2.0
221.0,11.0,17.0,19.0,3.0
221.0,11.0,17.0,19.0,4.0
221.0,11.0,17.0,19.0,5.0
221.0,11.0,17.0,19.0,6.0
221.0,11.0,17.0,19.0,7.0
221.0,11.0,17.0,19.0,8.0
221.0,11.0,17.0,19.0,9.0
221.0,11.0,17.0,19.0,10.0
221.0,11.0,17.0,19.0,11.0
221.0,11.0,17.0,19.0,12.0
221.0,11.0,17.0,19.0,13.0
221.0,11.0,17.0,19.0,14.0
221.0,11.0,17.0,19.0,15.0
221.0,11.0,23.0,14.0,15.0
221.0,11.0,23.0,14.0,14.0
221.0,11.0,23.0,14.0,13.0
221.0,11.0,23.0,14.0,12.0
221.0,11.0,23.0,14.0,11.0
221.0,11.0,23.0,14.0,10.0
221.0,11.0,23.0,14.0,9.0
221.0,11.0,23.0,14.0,8.0
221.0,11.0,23.0,14.0,7.0
221.0,11.0,23.0,14.0,6.0
221.0,11.0,23.0,14.0,5.0
221.0,11.0,23.0,14.0,4.0
221.0,11.0,23.0,14.0,3.0
221.0,11.0,23.0,14.0,2.0
221.0,11.0,23.0,14.0,1.0
221.0,11.0,29.0,11.0,13.0
221.0,11.0,29.0,11.0,14.0
221.0,11.0,29.0,11.0,15.0
221.0,11.0,29.0,11.0,1.0
221.0,11.0,29.0,11.0,4.0
221.0,11.0,29.0,11.0,5.0
221.0,11.0,29.0,11.0,2.0
221.0,11.0,29.0,11.0,3.0
221.0,11.0,29.0,11.0,7.0
221.0,11.0,29.0,11.0,8.0
221.0,11.0,29.0,11.0,9.0
221.0,11.0,29.0,11.0,10.0
221.0,11.0,29.0,11.0,11.0
221.0,11.0,29.0,11.0,12.0
221.0,11.0,29.0,11.0,6.0
221.0,11.0,35.0,10.0,1.0
221.0,11.0,35.0,10.0,2.0
221.0,11.0,35.0,10.0,3.0
221.0,11.0,35.0,10.0,4.0
221.0,11.0,35.0,10.0,5.0
221.0,11.0,35.0,10.0,6.0
221.0,11.0,35.0,10.0,7.0
221.0,11.0,35.0,10.0,8.0
221.0,11.0,35.0,10.0,9.0
221.0,11.0,35.0,10.0,10.0
221.0,11.0,35.0,10.0,11.0
221.0,11.0,35.0,10.0,12.0
221.0,11.0,35.0,10.0,13.0
221.0,11.0,35.0,10.0,14.0
221.0,11.0,35.0,10.0,15.0
221.0,11.0,41.0,21.0,15.0
221.0,11.0,41.0,21.0,14.0
221.0,11.0,41.0,21.0,13.0
221.0,11.0,41.0,21.0,7.0
221.0,11.0,41.0,21.0,8.0
221.0,11.0,41.0,21.0,2.0
221.0,11.0,41.0,21.0,3.0
221.0,11.0,41.0,21.0,4.0
221.0,11.0,41.0,21.0,5.0
221.0,11.0,41.0,21.0,6.0
221.0,11.0,41.0,21.0,1.0
221.0,11.0,41.0,21.0,9.0
221.0,11.0,41.0,21.0,10.0
221.0,11.0,41.0,21.0,11.0
221.0,11.0,41.0,21.0,12.0
221.0,11.0,45.0,3.0,1.0
221.0,11.0,45.0,3.0,2.0
221.0,11.0,45.0,3.0,3.0
221.0,11.0,45.0,3.0,4.0
221.0,11.0,45.0,3.0,5.0
221.0,11.0,45.0,3.0,6.0
221.0,11.0,45.0,3.0,7.0
221.0,11.0,45.0,3.0,8.0
221.0,11.0,45.0,3.0,9.0
221.0,11.0,45.0,3.0,10.0
221.0,11.0,45.0,3.0,11.0
221.0,11.0,45.0,3.0,12.0
221.0,11.0,45.0,3.0,13.0
221.0,11.0,45.0,3.0,14.0
221.0,11.0,45.0,3.0,15.0
221.0,13.0,9.0,5.0,15.0
221.0,13.0,9.0,5.0,13.0
221.0,13.0,9.0,5.0,14.0
221.0,13.0,9.0,5.0,4.0
221.0,13.0,9.0,5.0,5.0
221.0,13.0,9.0,5.0,6.0
221.0,13.0,9.0,5.0,7.0
221.0,13.0,9.0,5.0,9.0
221.0,13.0,9.0,5.0,8.0
221.0,13.0,9.0,5.0,10.0
221.0,13.0,9.0,5.0,11.0
221.0,13.0,9.0,5.0,12.0
221.0,13.0,9.0,5.0,3.0
221.0,13.0,9.0,5.0,2.0
221.0,13.0,9.0,5.0,1.0
221.0,13.0,29.0,1.0,14.0
221.0,13.0,29.0,1.0,15.0
221.0,13.0,29.0,1.0,13.0
221.0,13.0,29.0,1.0,10.0
221.0,13.0,29.0,1.0,2.0
221.0,13.0,29.0,1.0,9.0
221.0,13.0,29.0,1.0,11.0
221.0,13.0,29.0,1.0,12.0
221.0,13.0,29.0,1.0,3.0
221.0,13.0,29.0,1.0,4.0
221.0,13.0,29.0,1.0,6.0
221.0,13.0,29.0,1.0,5.0
221.0,13.0,29.0,1.0,1.0
221.0,13.0,29.0,1.0,7.0
221.0,13.0,29.0,1.0,8.0
221.0,15.0,7.0,15.0,13.0
221.0,15.0,7.0,15.0,14.0
221.0,15.0,7.0,15.0,15.0
221.0,15.0,7.0,15.0,8.0
221.0,15.0,7.0,15.0,9.0
221.0,15.0,7.0,15.0,11.0
221.0,15.0,7.0,15.0,10.0
221.0,15.0,7.0,15.0,2.0
221.0,15.0,7.0,15.0,1.0
221.0,15.0,7.0,15.0,5.0
221.0,15.0,7.0,15.0,4.0
221.0,15.0,7.0,15.0,7.0
221.0,15.0,7.0,15.0,3.0
221.0,15.0,7.0,15.0,12.0
221.0,15.0,7.0,15.0,6.0
221.0,15.0,11.0,12.0,13.0
221.0,15.0,11.0,12.0,14.0
221.0,15.0,11.0,12.0,15.0
221.0,15.0,11.0,12.0,7.0
221.0,15.0,11.0,12.0,5.0
221.0,15.0,11.0,12.0,9.0
221.0,15.0,11.0,12.0,4.0
221.0,15.0,11.0,12.0,2.0
221.0,15.0,11.0,12.0,1.0
221.0,15.0,11.0,12.0,3.0
221.0,15.0,11.0,12.0,8.0
221.0,15.0,11.0,12.0,11.0
221.0,15.0,11.0,12.0,17.0
221.0,15.0,11.0,12.0,10.0
221.0,15.0,11.0,12.0,6.0
221.0,15.0,17.0,5.0,13.0
221.0,15.0,17.0,5.0,14.0
221.0,15.0,17.0,5.0,15.0
221.0,15.0,17.0,5.0,1.0
221.0,15.0,17.0,5.0,2.0
221.0,15.0,17.0,5.0,3.0
221.0,15.0,17.0,5.0,4.0
221.0,15.0,17.0,5.0,5.0
221.0,15.0,17.0,5.0,6.0
221.0,15.0,17.0,5.0,7.0
221.0,15.0,17.0,5.0,8.0
221.0,15.0,17.0,5.0,9.0
221.0,15.0,17.0,5.0,10.0
221.0,15.0,17.0,5.0,11.0
221.0,15.0,17.0,5.0,12.0
221.0,15.0,25.0,20.0,15.0
221.0,15.0,25.0,20.0,14.0
221.0,15.0,25.0,20.0,13.0
221.0,15.0,25.0,20.0,8.0
221.0,15.0,25.0,20.0,3.0
221.0,15.0,25.0,20.0,12.0
221.0,15.0,25.0,20.0,5.0
221.0,15.0,25.0,20.0,7.0
221.0,15.0,25.0,20.0,11.0
221.0,15.0,25.0,20.0,6.0
221.0,15.0,25.0,20.0,1.0
221.0,15.0,25.0,20.0,9.0
221.0,15.0,25.0,20.0,2.0
221.0,15.0,25.0,20.0,4.0
221.0,15.0,25.0,20.0,10.0
221.0,15.0,31.0,23.0,13.0
221.0,15.0,31.0,23.0,14.0
221.0,15.0,31.0,23.0,15.0
221.0,15.0,31.0,23.0,2.0
221.0,15.0,31.0,23.0,1.0
221.0,15.0,31.0,23.0,3.0
221.0,15.0,31.0,23.0,4.0
221.0,15.0,31.0,23.0,5.0
221.0,15.0,31.0,23.0,6.0
221.0,15.0,31.0,23.0,7.0
221.0,15.0,31.0,23.0,8.0
221.0,15.0,31.0,23.0,9.0
221.0,15.0,31.0,23.0,10.0
221.0,15.0,31.0,23.0,11.0
221.0,15.0,31.0,23.0,12.0
221.0,15.0,41.0,4.0,15.0
221.0,15.0,41.0,4.0,14.0
221.0,15.0,41.0,4.0,13.0
221.0,15.0,41.0,4.0,16.0
221.0,15.0,41.0,4.0,11.0
221.0,15.0,41.0,4.0,4.0
221.0,15.0,41.0,4.0,10.0
221.0,15.0,41.0,4.0,5.0
221.0,15.0,41.0,4.0,12.0
221.0,15.0,41.0,4.0,6.0
221.0,15.0,41.0,4.0,2.0
221.0,15.0,41.0,4.0,7.0
221.0,15.0,41.0,4.0,9.0
221.0,15.0,41.0,4.0,3.0
221.0,15.0,41.0,4.0,8.0
221.0,15.0,51.0,10.0,13.0
221.0,15.0,51.0,10.0,14.0
221.0,15.0,51.0,10.0,15.0
221.0,15.0,51.0,10.0,1.0
221.0,15.0,51.0,10.0,2.0
221.0,15.0,51.0,10.0,3.0
221.0,15.0,51.0,10.0,4.0
221.0,15.0,51.0,10.0,5.0
221.0,15.0,51.0,10.0,6.0
221.0,15.0,51.0,10.0,7.0
221.0,15.0,51.0,10.0,8.0
221.0,15.0,51.0,10.0,9.0
221.0,15.0,51.0,10.0,10.0
221.0,15.0,51.0,10.0,11.0
221.0,15.0,51.0,10.0,12.0
221.0,17.0,1.0,7.0,17.0
221.0,17.0,1.0,7.0,1.0
221.0,17.0,1.0,7.0,16.0
221.0,17.0,1.0,7.0,12.0
221.0,17.0,1.0,7.0,11.0
221.0,17.0,1.0,7.0,10.0
221.0,17.0,1.0,7.0,2.0
221.0,17.0,1.0,7.0,3.0
221.0,17.0,1.0,7.0,4.0
221.0,17.0,1.0,7.0,5.0
221.0,17.0,1.0,7.0,6.0
221.0,17.0,1.0,7.0,7.0
221.0,17.0,1.0,7.0,13.0
221.0,17.0,1.0,7.0,19.0
221.0,17.0,1.0,7.0,15.0
221.0,17.0,7.0,10.0,1.0
221.0,17.0,7.0,10.0,2.0
221.0,17.0,7.0,10.0,3.0
221.0,17.0,7.0,10.0,5.0
221.0,17.0,7.0,10.0,6.0
221.0,17.0,7.0,10.0,8.0
221.0,17.0,7.0,10.0,9.0
221.0,17.0,7.0,10.0,10.0
221.0,17.0,7.0,10.0,11.0
221.0,17.0,7.0,10.0,12.0
221.0,17.0,7.0,10.0,16.0
221.0,17.0,7.0,10.0,17.0
221.0,17.0,7.0,10.0,13.0
221.0,17.0,7.0,10.0,14.0
221.0,17.0,7.0,10.0,15.0
221.0,17.0,13.0,5.0,12.0
221.0,17.0,13.0,5.0,6.0
221.0,17.0,13.0,5.0,7.0
221.0,17.0,13.0,5.0,9.0
221.0,17.0,13.0,5.0,8.0
221.0,17.0,13.0,5.0,10.0
221.0,17.0,13.0,5.0,11.0
221.0,17.0,13.0,5.0,1.0
221.0,17.0,13.0,5.0,2.0
221.0,17.0,13.0,5.0,3.0
221.0,17.0,13.0,5.0,4.0
221.0,17.0,13.0,5.0,5.0
221.0,17.0,13.0,5.0,13.0
221.0,17.0,13.0,5.0,14.0
221.0,17.0,13.0,5.0,15.0
221.0,17.0,17.0,11.0,7.0
221.0,17.0,17.0,11.0,6.0
221.0,17.0,17.0,11.0,2.0
221.0,17.0,17.0,11.0,3.0
221.0,17.0,17.0,11.0,9.0
221.0,17.0,17.0,11.0,10.0
221.0,17.0,17.0,11.0,11.0
221.0,17.0,17.0,11.0,12.0
221.0,17.0,17.0,11.0,5.0
221.0,17.0,17.0,11.0,8.0
221.0,17.0,17.0,11.0,4.0
221.0,17.0,17.0,11.0,1.0
221.0,17.0,17.0,11.0,19.0
221.0,17.0,17.0,11.0,15.0
221.0,17.0,17.0,11.0,14.0
221.0,17.0,23.0,18.0,1.0
221.0,17.0,23.0,18.0,2.0
221.0,17.0,23.0,18.0,3.0
221.0,17.0,23.0,18.0,4.0
221.0,17.0,23.0,18.0,5.0
221.0,17.0,23.0,18.0,6.0
221.0,17.0,23.0,18.0,7.0
221.0,17.0,23.0,18.0,8.0
221.0,17.0,23.0,18.0,9.0
221.0,17.0,23.0,18.0,10.0
221.0,17.0,23.0,18.0,11.0
221.0,17.0,23.0,18.0,12.0
221.0,17.0,23.0,18.0,13.0
221.0,17.0,23.0,18.0,14.0
221.0,17.0,23.0,18.0,15.0
221.0,17.0,29.0,8.0,1.0
221.0,17.0,29.0,8.0,2.0
221.0,17.0,29.0,8.0,3.0
221.0,17.0,29.0,8.0,4.0
221.0,17.0,29.0,8.0,5.0
221.0,17.0,29.0,8.0,6.0
221.0,17.0,29.0,8.0,7.0
221.0,17.0,29.0,8.0,8.0
221.0,17.0,29.0,8.0,10.0
221.0,17.0,29.0,8.0,11.0
221.0,17.0,29.0,8.0,9.0
221.0,17.0,29.0,8.0,12.0
221.0,17.0,29.0,8.0,13.0
221.0,17.0,29.0,8.0,15.0
221.0,17.0,29.0,8.0,20.0
221.0,17.0,35.0,4.0,3.0
221.0,17.0,35.0,4.0,4.0
221.0,17.0,35.0,4.0,5.0
221.0,17.0,35.0,4.0,6.0
221.0,17.0,35.0,4.0,7.0
221.0,17.0,35.0,4.0,8.0
221.0,17.0,35.0,4.0,9.0
221.0,17.0,35.0,4.0,10.0
221.0,17.0,35.0,4.0,11.0
221.0,17.0,35.0,4.0,12.0
221.0,17.0,35.0,4.0,13.0
221.0,17.0,35.0,4.0,14.0
221.0,17.0,35.0,4.0,15.0
221.0,17.0,35.0,4.0,1.0
221.0,17.0,35.0,4.0,2.0
221.0,19.0,9.0,8.0,11.0
221.0,19.0,9.0,8.0,8.0
221.0,19.0,9.0,8.0,7.0
221.0,19.0,9.0,8.0,4.0
221.0,19.0,9.0,8.0,2.0
221.0,19.0,9.0,8.0,9.0
221.0,19.0,9.0,8.0,10.0
221.0,19.0,9.0,8.0,16.0
221.0,19.0,9.0,8.0,17.0
221.0,19.0,9.0,8.0,12.0
221.0,19.0,9.0,8.0,5.0
221.0,19.0,9.0,8.0,6.0
221.0,19.0,9.0,8.0,14.0
221.0,19.0,9.0,8.0,13.0
221.0,19.0,9.0,8.0,15.0
221.0,19.0,17.0,10.0,13.0
221.0,19.0,17.0,10.0,15.0
221.0,19.0,17.0,10.0,14.0
221.0,19.0,17.0,10.0,7.0
221.0,19.0,17.0,10.0,6.0
221.0,19.0,17.0,10.0,11.0
221.0,19.0,17.0,10.0,4.0
221.0,19.0,17.0,10.0,9.0
221.0,19.0,17.0,10.0,8.0
221.0,19.0,17.0,10.0,2.0
221.0,19.0,17.0,10.0,1.0
221.0,19.0,17.0,10.0,12.0
221.0,19.0,17.0,10.0,5.0
221.0,19.0,17.0,10.0,10.0
221.0,19.0,17.0,10.0,3.0
221.0,19.0,25.0,17.0,13.0
221.0,19.0,25.0,17.0,14.0
221.0,19.0,25.0,17.0,15.0
221.0,19.0,25.0,17.0,1.0
221.0,19.0,25.0,17.0,3.0
221.0,19.0,25.0,17.0,5.0
221.0,19.0,25.0,17.0,6.0
221.0,19.0,25.0,17.0,8.0
221.0,19.0,25.0,17.0,9.0
221.0,19.0,25.0,17.0,10.0
221.0,19.0,25.0,17.0,11.0
221.0,19.0,25.0,17.0,12.0
221.0,19.0,25.0,17.0,16.0
221.0,19.0,25.0,17.0,17.0
221.0,19.0,25.0,17.0,18.0
221.0,19.0,33.0,9.0,13.0
221.0,19.0,33.0,9.0,14.0
221.0,19.0,33.0,9.0,15.0
221.0,19.0,33.0,9.0,1.0
221.0,19.0,33.0,9.0,2.0
221.0,19.0,33.0,9.0,3.0
221.0,19.0,33.0,9.0,4.0
221.0,19.0,33.0,9.0,5.0
221.0,19.0,33.0,9.0,6.0
221.0,19.0,33.0,9.0,8.0
221.0,19.0,33.0,9.0,9.0
221.0,19.0,33.0,9.0,10.0
221.0,19.0,33.0,9.0,11.0
221.0,19.0,33.0,9.0,12.0
221.0,19.0,33.0,9.0,16.0
221.0,19.0,37.0,9.0,14.0
221.0,19.0,37.0,9.0,13.0
221.0,19.0,37.0,9.0,15.0
221.0,19.0,37.0,9.0,9.0
221.0,19.0,37.0,9.0,3.0
221.0,19.0,37.0,9.0,2.0
221.0,19.0,37.0,9.0,11.0
221.0,19.0,37.0,9.0,8.0
221.0,19.0,37.0,9.0,16.0
221.0,19.0,37.0,9.0,12.0
221.0,19.0,37.0,9.0,7.0
221.0,19.0,37.0,9.0,18.0
221.0,19.0,37.0,9.0,4.0
221.0,19.0,37.0,9.0,5.0
221.0,19.0,37.0,9.0,6.0
221.0,19.0,45.0,18.0,15.0
221.0,19.0,45.0,18.0,14.0
221.0,19.0,45.0,18.0,13.0
221.0,19.0,45.0,18.0,7.0
221.0,19.0,45.0,18.0,9.0
221.0,19.0,45.0,18.0,10.0
221.0,19.0,45.0,18.0,11.0
221.0,19.0,45.0,18.0,12.0
221.0,19.0,45.0,18.0,5.0
221.0,19.0,45.0,18.0,4.0
221.0,19.0,45.0,18.0,2.0
221.0,19.0,45.0,18.0,1.0
221.0,19.0,45.0,18.0,6.0
221.0,19.0,45.0,18.0,8.0
221.0,19.0,45.0,18.0,3.0
217.0,1.0,21.0,8.0,1.0
217.0,1.0,21.0,8.0,2.0
217.0,1.0,21.0,8.0,3.0
217.0,1.0,21.0,8.0,6.0
217.0,1.0,21.0,8.0,7.0
217.0,1.0,21.0,8.0,8.0
217.0,1.0,21.0,8.0,9.0
217.0,1.0,21.0,8.0,10.0
217.0,1.0,21.0,8.0,12.0
217.0,1.0,21.0,8.0,4.0
217.0,1.0,21.0,8.0,13.0
217.0,1.0,21.0,8.0,14.0
217.0,1.0,21.0,8.0,15.0
217.0,1.0,21.0,8.0,18.0
217.0,1.0,21.0,8.0,16.0
217.0,1.0,27.0,8.0,4.0
217.0,1.0,27.0,8.0,6.0
217.0,1.0,27.0,8.0,2.0
217.0,1.0,27.0,8.0,9.0
217.0,1.0,27.0,8.0,16.0
217.0,1.0,27.0,8.0,12.0
217.0,1.0,27.0,8.0,1.0
217.0,1.0,27.0,8.0,17.0
217.0,1.0,27.0,8.0,11.0
217.0,1.0,27.0,8.0,7.0
217.0,1.0,27.0,8.0,3.0
217.0,1.0,27.0,8.0,10.0
217.0,1.0,27.0,8.0,14.0
217.0,1.0,27.0,8.0,15.0
217.0,1.0,27.0,8.0,13.0
217.0,3.0,5.0,2.0,1.0
217.0,3.0,5.0,2.0,2.0
217.0,3.0,5.0,2.0,3.0
217.0,3.0,5.0,2.0,4.0
217.0,3.0,5.0,2.0,5.0
217.0,3.0,5.0,2.0,6.0
217.0,3.0,5.0,2.0,7.0
217.0,3.0,5.0,2.0,8.0
217.0,3.0,5.0,2.0,9.0
217.0,3.0,5.0,2.0,10.0
217.0,3.0,5.0,2.0,11.0
217.0,3.0,5.0,2.0,12.0
217.0,3.0,5.0,2.0,13.0
217.0,3.0,5.0,2.0,14.0
217.0,3.0,5.0,2.0,15.0
217.0,5.0,39.0,3.0,1.0
217.0,5.0,39.0,3.0,2.0
217.0,5.0,39.0,3.0,3.0
217.0,5.0,39.0,3.0,4.0
217.0,5.0,39.0,3.0,5.0
217.0,5.0,39.0,3.0,6.0
217.0,5.0,39.0,3.0,7.0
217.0,5.0,39.0,3.0,8.0
217.0,5.0,39.0,3.0,9.0
217.0,5.0,39.0,3.0,10.0
217.0,5.0,39.0,3.0,11.0
217.0,5.0,39.0,3.0,12.0
217.0,5.0,39.0,3.0,13.0
217.0,5.0,39.0,3.0,14.0
217.0,5.0,39.0,3.0,15.0
217.0,7.0,1.0,12.0,13.0
217.0,7.0,1.0,12.0,19.0
217.0,7.0,1.0,12.0,20.0
217.0,7.0,1.0,12.0,1.0
217.0,7.0,1.0,12.0,2.0
217.0,7.0,1.0,12.0,3.0
217.0,7.0,1.0,12.0,4.0
217.0,7.0,1.0,12.0,5.0
217.0,7.0,1.0,12.0,6.0
217.0,7.0,1.0,12.0,7.0
217.0,7.0,1.0,12.0,9.0
217.0,7.0,1.0,12.0,10.0
217.0,7.0,1.0,12.0,11.0
217.0,7.0,1.0,12.0,12.0
217.0,7.0,1.0,12.0,16.0
217.0,7.0,27.0,2.0,1.0
217.0,7.0,27.0,2.0,2.0
217.0,7.0,27.0,2.0,3.0
217.0,7.0,27.0,2.0,4.0
217.0,7.0,27.0,2.0,5.0
217.0,7.0,27.0,2.0,6.0
217.0,7.0,27.0,2.0,7.0
217.0,7.0,27.0,2.0,8.0
217.0,7.0,27.0,2.0,9.0
217.0,7.0,27.0,2.0,10.0
217.0,7.0,27.0,2.0,11.0
217.0,7.0,27.0,2.0,12.0
217.0,7.0,27.0,2.0,13.0
217.0,7.0,27.0,2.0,14.0
217.0,7.0,27.0,2.0,15.0
217.0,9.0,11.0,8.0,1.0
217.0,9.0,11.0,8.0,2.0
217.0,9.0,11.0,8.0,3.0
217.0,9.0,11.0,8.0,4.0
217.0,9.0,11.0,8.0,5.0
217.0,9.0,11.0,8.0,6.0
217.0,9.0,11.0,8.0,7.0
217.0,9.0,11.0,8.0,8.0
217.0,9.0,11.0,8.0,9.0
217.0,9.0,11.0,8.0,10.0
217.0,9.0,11.0,8.0,11.0
217.0,9.0,11.0,8.0,12.0
217.0,9.0,11.0,8.0,13.0
217.0,9.0,11.0,8.0,14.0
217.0,9.0,11.0,8.0,15.0
217.0,9.0,33.0,8.0,1.0
217.0,9.0,33.0,8.0,2.0
217.0,9.0,33.0,8.0,3.0
217.0,9.0,33.0,8.0,4.0
217.0,9.0,33.0,8.0,5.0
217.0,9.0,33.0,8.0,7.0
217.0,9.0,33.0,8.0,6.0
217.0,9.0,33.0,8.0,8.0
217.0,9.0,33.0,8.0,9.0
217.0,9.0,33.0,8.0,10.0
217.0,9.0,33.0,8.0,11.0
217.0,9.0,33.0,8.0,12.0
217.0,9.0,33.0,8.0,13.0
217.0,9.0,33.0,8.0,14.0
217.0,9.0,33.0,8.0,15.0
217.0,11.0,27.0,8.0,7.0
217.0,11.0,27.0,8.0,4.0
217.0,11.0,27.0,8.0,9.0
217.0,11.0,27.0,8.0,2.0
217.0,11.0,27.0,8.0,3.0
217.0,11.0,27.0,8.0,5.0
217.0,11.0,27.0,8.0,6.0
217.0,11.0,27.0,8.0,8.0
217.0,11.0,27.0,8.0,10.0
217.0,11.0,27.0,8.0,11.0
217.0,11.0,27.0,8.0,17.0
217.0,11.0,27.0,8.0,18.0
217.0,11.0,27.0,8.0,13.0
217.0,11.0,27.0,8.0,15.0
217.0,11.0,27.0,8.0,14.0
217.0,12.0,29.0,8.0,1.0
217.0,12.0,29.0,8.0,2.0
217.0,12.0,29.0,8.0,3.0
217.0,12.0,29.0,8.0,4.0
217.0,12.0,29.0,8.0,5.0
217.0,12.0,29.0,8.0,6.0
217.0,12.0,29.0,8.0,7.0
217.0,12.0,29.0,8.0,8.0
217.0,12.0,29.0,8.0,10.0
217.0,12.0,29.0,8.0,11.0
217.0,12.0,29.0,8.0,12.0
217.0,12.0,29.0,8.0,13.0
217.0,12.0,29.0,8.0,14.0
217.0,12.0,29.0,8.0,15.0
217.0,12.0,29.0,8.0,16.0
217.0,12.0,33.0,4.0,13.0
217.0,12.0,33.0,4.0,14.0
217.0,12.0,33.0,4.0,15.0
217.0,12.0,33.0,4.0,1.0
217.0,12.0,33.0,4.0,2.0
217.0,12.0,33.0,4.0,3.0
217.0,12.0,33.0,4.0,4.0
217.0,12.0,33.0,4.0,5.0
217.0,12.0,33.0,4.0,6.0
217.0,12.0,33.0,4.0,7.0
217.0,12.0,33.0,4.0,8.0
217.0,12.0,33.0,4.0,10.0
217.0,12.0,33.0,4.0,9.0
217.0,12.0,33.0,4.0,11.0
217.0,12.0,33.0,4.0,17.0
217.0,13.0,37.0,6.0,1.0
217.0,13.0,37.0,6.0,2.0
217.0,13.0,37.0,6.0,3.0
217.0,13.0,37.0,6.0,4.0
217.0,13.0,37.0,6.0,5.0
217.0,13.0,37.0,6.0,6.0
217.0,13.0,37.0,6.0,7.0
217.0,13.0,37.0,6.0,8.0
217.0,13.0,37.0,6.0,9.0
217.0,13.0,37.0,6.0,10.0
217.0,13.0,37.0,6.0,11.0
217.0,13.0,37.0,6.0,12.0
217.0,13.0,37.0,6.0,13.0
217.0,13.0,37.0,6.0,14.0
217.0,13.0,37.0,6.0,15.0
217.0,15.0,21.0,8.0,1.0
217.0,15.0,21.0,8.0,2.0
217.0,15.0,21.0,8.0,3.0
217.0,15.0,21.0,8.0,4.0
217.0,15.0,21.0,8.0,5.0
217.0,15.0,21.0,8.0,6.0
217.0,15.0,21.0,8.0,7.0
217.0,15.0,21.0,8.0,8.0
217.0,15.0,21.0,8.0,9.0
217.0,15.0,21.0,8.0,10.0
217.0,15.0,21.0,8.0,11.0
217.0,15.0,21.0,8.0,12.0
217.0,15.0,21.0,8.0,13.0
217.0,15.0,21.0,8.0,14.0
217.0,15.0,21.0,8.0,15.0
217.0,17.0,33.0,7.0,17.0
217.0,17.0,33.0,7.0,10.0
217.0,17.0,33.0,7.0,12.0
217.0,17.0,33.0,7.0,2.0
217.0,17.0,33.0,7.0,8.0
217.0,17.0,33.0,7.0,1.0
217.0,17.0,33.0,7.0,5.0
217.0,17.0,33.0,7.0,4.0
217.0,17.0,33.0,7.0,11.0
217.0,17.0,33.0,7.0,6.0
