hoso_1,m5a1ct,m5a1c4,m5a1c5,m5a2ct,m5a2c11,m5a2c12,m5b1c7,m5b2ct,m5b2c4,m5b2c5,m5b3ct,m5b4c
2,3735.0,0.0,0.0,30199.0,0.0,0.0,0.0,4970.0,0.0,0,1860,3750
13,1664.0,1664.0,0.0,14333.0,11395.0,2938.0,0.0,1305.0,1305.0,0,2500,1420
14,2193.0,2193.0,0.0,16851.0,13472.0,3379.0,0.0,3260.0,3260.0,0,4000,52680
16,2233.0,0.0,0.0,15024.0,0.0,0.0,0.0,3440.0,0.0,0,1150,7080
18,2571.0,0.0,0.0,13658.0,0.0,0.0,0.0,4106.0,0.0,0,1850,18410
19,889.0,0.0,0.0,14167.0,0.0,0.0,0.0,1615.0,0.0,0,750,0
15,2605.0,2605.0,0.0,16822.0,13705.0,3117.0,0.0,3285.0,3285.0,0,4650,29400
1,707.0,0.0,0.0,20272.0,0.0,0.0,0.0,1886.0,0.0,0,2150,0
2,933.0,0.0,0.0,25292.0,0.0,0.0,0.0,1993.0,0.0,0,3450,1400
3,848.0,0.0,0.0,18195.0,0.0,0.0,0.0,3739.0,0.0,0,2500,2187
4,992.0,0.0,0.0,22945.0,0.0,0.0,0.0,1494.0,0.0,0,1725,0
5,1364.0,0.0,0.0,30505.0,0.0,0.0,0.0,4234.0,0.0,0,3184,4000
6,981.0,0.0,0.0,20059.0,0.0,0.0,0.0,1655.0,0.0,0,2578,0
7,492.0,0.0,0.0,16086.0,0.0,0.0,0.0,1262.0,0.0,0,570,0
8,543.0,0.0,0.0,13899.0,0.0,0.0,0.0,1357.0,0.0,0,860,0
9,817.0,0.0,0.0,18176.0,0.0,0.0,0.0,3355.0,0.0,0,1175,0
10,453.0,0.0,0.0,11232.0,0.0,0.0,0.0,1146.0,0.0,0,1935,0
11,679.0,0.0,0.0,20894.0,0.0,0.0,0.0,1622.0,0.0,0,2188,0
12,643.0,0.0,0.0,17285.0,0.0,0.0,0.0,2004.0,0.0,0,1980,0
13,449.0,449.0,0.0,17014.0,17014.0,0.0,0.0,632.0,632.0,0,705,0
15,847.0,847.0,0.0,21761.0,21761.0,0.0,500.0,847.0,847.0,0,1128,0
19,423.0,423.0,0.0,10118.0,10118.0,0.0,0.0,501.0,501.0,0,200,0
20,775.0,0.0,0.0,20923.0,0.0,0.0,0.0,1977.0,0.0,0,1845,1400
21,662.0,0.0,0.0,18690.0,0.0,0.0,0.0,1543.0,0.0,0,2310,0
22,618.0,0.0,0.0,45751.0,0.0,0.0,0.0,997.0,0.0,0,910,0
3,1176.0,0.0,0.0,29980.0,0.0,0.0,0.0,1365.0,0.0,0,750,0
4,1324.0,0.0,0.0,23660.0,0.0,0.0,0.0,1365.0,0.0,0,650,0
5,674.0,0.0,0.0,21674.0,0.0,0.0,0.0,1110.0,0.0,0,700,0
2,1020.0,0.0,0.0,23174.0,0.0,0.0,0.0,1540.0,0.0,0,650,0
6,300.0,0.0,0.0,9190.0,0.0,0.0,0.0,360.0,0.0,0,350,0
8,813.0,0.0,0.0,24180.0,0.0,0.0,0.0,1410.0,0.0,0,850,0
9,1690.0,0.0,0.0,31610.0,0.0,0.0,0.0,4200.0,0.0,0,1200,0
10,921.0,0.0,0.0,27698.0,0.0,0.0,0.0,1340.0,0.0,0,950,0
12,1010.0,0.0,0.0,19134.0,0.0,0.0,0.0,1910.0,0.0,0,950,0
13,1114.0,0.0,0.0,21352.0,0.0,0.0,0.0,460.0,0.0,0,850,0
14,913.0,0.0,0.0,16252.0,0.0,0.0,0.0,840.0,0.0,0,650,0
15,1814.0,0.0,0.0,34108.0,0.0,0.0,0.0,2550.0,0.0,0,750,0
16,856.0,0.0,0.0,20516.0,0.0,0.0,0.0,3780.0,0.0,0,1050,0
18,836.0,0.0,0.0,21074.0,0.0,0.0,0.0,3890.0,0.0,0,920,0
19,1735.0,0.0,0.0,28632.0,0.0,0.0,0.0,5780.0,0.0,0,1250,0
1,524.0,0.0,0.0,28058.0,0.0,0.0,0.0,785.0,0.0,0,4800,10800
2,600.0,0.0,0.0,15603.0,0.0,0.0,0.0,880.0,0.0,0,1700,0
3,283.0,0.0,0.0,15264.0,0.0,0.0,0.0,1210.0,0.0,0,150,0
4,618.0,0.0,0.0,14545.0,0.0,0.0,0.0,5495.0,0.0,0,3800,15156
5,526.0,0.0,0.0,14225.0,0.0,0.0,0.0,883.0,0.0,0,1000,5720
6,386.0,0.0,0.0,16384.0,0.0,0.0,0.0,2715.0,0.0,0,7200,0
7,413.0,0.0,0.0,13960.0,0.0,0.0,0.0,1455.0,0.0,0,1550,0
8,852.0,0.0,0.0,19503.0,0.0,0.0,0.0,3130.0,0.0,0,1300,3750
9,430.0,0.0,0.0,17021.0,0.0,0.0,0.0,2330.0,0.0,0,2010,11850
10,823.0,0.0,0.0,19538.0,0.0,0.0,0.0,4370.0,0.0,0,8100,7425
11,206.0,0.0,0.0,7650.0,0.0,0.0,0.0,200.0,0.0,0,120,0
12,781.0,0.0,0.0,23730.0,0.0,0.0,0.0,5075.0,0.0,0,2050,107000
13,293.0,293.0,0.0,8751.0,8751.0,0.0,0.0,440.0,440.0,0,550,0
14,314.0,314.0,0.0,10079.0,10079.0,0.0,100.0,250.0,250.0,0,800,0
15,525.0,515.0,10.0,15515.0,15443.0,72.0,0.0,895.0,895.0,0,800,0
16,697.0,0.0,0.0,11050.0,0.0,0.0,0.0,610.0,0.0,0,3850,0
17,485.0,0.0,0.0,15191.0,0.0,0.0,0.0,1175.0,0.0,0,850,0
18,612.0,0.0,0.0,24286.0,0.0,0.0,0.0,2030.0,0.0,0,2300,0
1,1412.0,0.0,0.0,18463.0,0.0,0.0,0.0,2170.0,0.0,0,800,0
2,940.0,0.0,0.0,19577.0,0.0,0.0,0.0,3475.0,0.0,0,2300,2000
3,643.0,0.0,0.0,13856.0,0.0,0.0,0.0,1320.0,0.0,0,3300,0
4,530.0,0.0,0.0,10131.0,0.0,0.0,0.0,1130.0,0.0,0,600,0
5,941.0,0.0,0.0,20476.0,0.0,0.0,0.0,1760.0,0.0,0,2300,0
6,755.0,0.0,0.0,16649.0,0.0,0.0,0.0,1120.0,0.0,0,400,0
7,744.0,0.0,0.0,18965.0,0.0,0.0,0.0,1565.0,0.0,0,450,0
8,1148.0,0.0,0.0,24125.0,0.0,0.0,0.0,1510.0,0.0,0,2150,0
9,658.0,0.0,0.0,19143.0,0.0,0.0,0.0,1310.0,0.0,0,400,0
10,1071.0,0.0,0.0,21723.0,0.0,0.0,0.0,1740.0,0.0,0,1900,1200
11,1478.0,0.0,0.0,18775.0,0.0,0.0,0.0,1615.0,0.0,0,600,0
12,537.0,0.0,0.0,10260.0,0.0,0.0,0.0,610.0,0.0,0,350,0
13,1014.0,0.0,0.0,15975.0,0.0,0.0,0.0,889.0,0.0,0,550,0
14,1861.0,0.0,0.0,24582.0,0.0,0.0,0.0,1899.0,0.0,0,900,2500
15,1363.0,0.0,0.0,21012.0,0.0,0.0,0.0,1575.0,0.0,0,580,0
1,1228.0,0.0,0.0,15100.0,0.0,0.0,0.0,3384.0,0.0,0,1400,67500
2,966.0,0.0,0.0,5137.0,0.0,0.0,0.0,3475.0,0.0,0,6500,5000
3,797.0,0.0,0.0,10571.5,0.0,0.0,0.0,1076.0,0.0,0,400,0
4,1037.0,0.0,0.0,13051.0,0.0,0.0,0.0,1186.0,0.0,0,500,1000
5,1840.0,0.0,0.0,22533.0,0.0,0.0,0.0,1812.0,0.0,0,900,0
6,1106.0,0.0,0.0,14370.0,0.0,0.0,0.0,1539.0,0.0,0,0,10000
7,1111.0,0.0,0.0,16449.0,0.0,0.0,0.0,2712.0,0.0,0,600,0
8,1225.0,0.0,0.0,12994.0,0.0,0.0,0.0,2229.0,0.0,0,0,0
9,1808.0,0.0,0.0,18684.5,0.0,0.0,0.0,7076.0,0.0,0,1000,0
10,2219.0,0.0,0.0,30350.0,0.0,0.0,0.0,6989.0,0.0,0,1000,0
11,2384.0,0.0,0.0,26251.0,0.0,0.0,0.0,3844.0,0.0,0,400,0
12,1341.0,0.0,0.0,17671.0,0.0,0.0,0.0,4634.0,0.0,0,800,0
13,625.0,625.0,0.0,7113.0,7113.0,0.0,0.0,1107.0,1107.0,0,250,0
14,1724.0,1724.0,0.0,21154.0,21154.0,0.0,0.0,2371.0,2371.0,0,1200,0
15,2044.0,2044.0,0.0,28955.0,28955.0,0.0,0.0,4471.0,4471.0,0,1600,0
20,540.0,0.0,0.0,8313.5,0.0,0.0,0.0,1690.0,0.0,0,500,0
21,1123.0,0.0,0.0,16623.0,0.0,0.0,0.0,4364.0,0.0,0,0,0
22,1199.0,0.0,0.0,15521.0,0.0,0.0,0.0,1946.0,0.0,0,0,0
1,992.0,0.0,0.0,13206.0,0.0,0.0,0.0,1865.0,0.0,0,112,2000
2,745.0,0.0,0.0,14920.0,0.0,0.0,0.0,1460.0,0.0,0,62,4800
16,1232.0,0.0,0.0,20862.8,0.0,0.0,0.0,5988.0,0.0,0,692,21620
3,1088.0,0.0,0.0,18704.5,0.0,0.0,0.0,5057.0,0.0,0,77,0
4,1203.0,0.0,0.0,23863.0,0.0,0.0,0.0,14089.0,0.0,0,892,13200
9,599.0,0.0,0.0,15876.0,0.0,0.0,0.0,1538.0,0.0,0,62,2000
5,1957.0,0.0,0.0,32638.0,0.0,0.0,0.0,9013.0,0.0,0,2592,7120
6,723.0,0.0,0.0,10385.0,0.0,0.0,0.0,1189.0,0.0,0,1267,0
8,1663.0,0.0,0.0,27168.0,0.0,0.0,0.0,7400.0,0.0,0,2282,5250
10,949.0,0.0,0.0,16338.0,0.0,0.0,0.0,5725.0,0.0,0,262,1800
11,2523.0,0.0,0.0,34850.0,0.0,0.0,0.0,8237.0,0.0,0,742,30000
12,1717.0,0.0,0.0,22114.5,0.0,0.0,0.0,6124.0,0.0,0,2812,0
13,1620.0,1620.0,0.0,23610.0,23610.0,0.0,0.0,1908.0,1908.0,0,4300,0
14,1066.0,1066.0,0.0,13485.5,13485.5,0.0,0.0,2095.0,2095.0,0,482,6340
15,1304.0,1304.0,0.0,21864.0,21864.0,0.0,0.0,1988.0,1988.0,0,1612,20200
17,1178.0,0.0,0.0,20350.5,0.0,0.0,0.0,8823.0,0.0,0,397,0
18,1255.0,0.0,0.0,21341.0,0.0,0.0,0.0,5959.0,0.0,0,222,4360
7,1786.0,0.0,0.0,28494.0,0.0,0.0,0.0,11495.0,0.0,0,3792,17500
1,3405.0,0.0,0.0,18658.0,0.0,0.0,0.0,1372.0,0.0,0,662,6972
2,832.0,0.0,0.0,33116.0,0.0,0.0,0.0,1951.0,0.0,0,562,0
3,1726.0,0.0,0.0,36084.0,0.0,0.0,0.0,4440.0,0.0,0,862,7200
4,1101.0,0.0,0.0,23304.0,0.0,0.0,0.0,2052.0,0.0,0,662,0
6,1594.0,0.0,0.0,33386.0,0.0,0.0,0.0,3206.0,0.0,0,912,0
7,3476.0,0.0,0.0,32320.0,0.0,0.0,0.0,6530.0,0.0,0,812,1600
8,1639.0,0.0,0.0,35920.0,0.0,0.0,0.0,2777.0,0.0,0,1062,0
10,2221.0,0.0,0.0,38754.0,0.0,0.0,0.0,4215.0,0.0,0,862,0
11,1280.0,0.0,0.0,24001.0,0.0,0.0,0.0,3295.0,0.0,0,762,0
12,463.0,0.0,0.0,14051.0,0.0,0.0,0.0,2038.0,0.0,0,462,1825
16,724.0,0.0,0.0,22868.0,0.0,0.0,0.0,2540.0,0.0,0,650,17800
18,1316.0,0.0,0.0,23272.0,0.0,0.0,0.0,7676.0,0.0,0,55312,2800
13,534.0,534.0,0.0,16308.0,16308.0,0.0,0.0,3490.0,3490.0,0,912,1400
15,1016.0,1016.0,0.0,30455.0,30455.0,0.0,0.0,3380.0,3380.0,0,162,9720
20,3219.0,3219.0,0.0,32504.0,25074.0,7430.0,0.0,2140.0,2140.0,0,962,11200
17,1201.0,0.0,0.0,27936.0,0.0,0.0,0.0,3916.0,0.0,0,302,0
14,2152.0,0.0,0.0,53026.0,0.0,0.0,0.0,7415.0,0.0,0,2050,2400
19,2004.0,0.0,0.0,28130.0,0.0,0.0,0.0,3392.0,0.0,0,1062,0
15,500.0,0.0,0.0,20274.0,0.0,0.0,0.0,1468.0,0.0,0,6390,0
16,381.0,0.0,0.0,12762.0,0.0,0.0,0.0,2990.0,0.0,0,920,0
17,1604.0,0.0,0.0,18626.0,0.0,0.0,0.0,8320.0,0.0,0,2320,11520
13,1293.0,1293.0,0.0,28840.0,20772.0,8068.0,720.0,2570.0,2570.0,0,6260,400000
14,1105.0,1105.0,0.0,19821.0,14951.0,4870.0,0.0,3210.0,3210.0,0,4000,8400
19,515.0,515.0,0.0,12850.0,12850.0,0.0,0.0,1746.0,1746.0,0,18565,4400
4,465.0,0.0,0.0,13922.0,0.0,0.0,0.0,2105.0,0.0,0,660,0
5,521.0,0.0,0.0,6794.0,0.0,0.0,0.0,2120.0,0.0,0,1648,83190
6,596.0,0.0,0.0,7994.0,0.0,0.0,0.0,4405.0,0.0,0,2500,11250
7,753.0,0.0,0.0,18517.0,0.0,0.0,0.0,1419.0,0.0,0,1520,0
8,546.0,0.0,0.0,27579.0,0.0,0.0,0.0,2830.0,0.0,0,1230,0
9,1800.0,0.0,0.0,25170.0,0.0,0.0,0.0,7876.0,0.0,0,5877,66240
10,1873.0,0.0,0.0,25119.0,0.0,0.0,0.0,3105.0,0.0,0,3470,0
11,146.0,0.0,0.0,6818.0,0.0,0.0,0.0,1127.0,0.0,0,470,0
12,1930.0,0.0,0.0,36637.0,0.0,0.0,0.0,8805.0,0.0,0,1600,4870
1,1356.0,0.0,0.0,33882.0,0.0,0.0,0.0,5935.0,0.0,0,4665,0
2,2297.0,0.0,0.0,29066.0,0.0,0.0,0.0,5222.0,0.0,0,7374,12240
3,854.0,0.0,0.0,22654.0,0.0,0.0,0.0,12100.0,0.0,0,10320,168750
1,2916.0,0.0,0.0,32516.0,0.0,0.0,0.0,3104.0,0.0,0,14900,0
3,369.0,0.0,0.0,21432.0,0.0,0.0,0.0,859.0,0.0,0,200,0
4,600.0,0.0,0.0,10320.0,0.0,0.0,0.0,830.0,0.0,0,500,600
5,1080.0,0.0,0.0,21025.0,0.0,0.0,0.0,2990.0,0.0,0,1340,0
6,713.0,0.0,0.0,14484.0,0.0,0.0,0.0,1112.0,0.0,0,770,0
7,2316.0,0.0,0.0,20058.0,0.0,0.0,0.0,3250.0,0.0,0,1440,0
8,527.0,0.0,0.0,21582.0,0.0,0.0,0.0,1490.0,0.0,0,615,0
9,408.0,0.0,0.0,5436.0,0.0,0.0,0.0,965.0,0.0,0,300,500
11,204.0,0.0,0.0,5910.0,0.0,0.0,0.0,358.0,0.0,0,2800,0
12,484.0,0.0,0.0,21672.0,0.0,0.0,0.0,1140.0,0.0,0,1200,3050
13,442.0,442.0,0.0,17458.0,17458.0,0.0,0.0,898.0,898.0,0,9012,5120
15,2885.0,2885.0,0.0,57304.0,51544.0,5760.0,0.0,4580.0,4580.0,0,5000,198000
17,767.0,0.0,0.0,13245.0,0.0,0.0,0.0,895.0,0.0,0,2500,4375
19,570.0,570.0,0.0,16790.0,13040.0,3750.0,0.0,1300.0,1300.0,0,1130,20000
16,477.0,0.0,0.0,5370.0,0.0,0.0,0.0,830.0,0.0,0,650,0
2,364.0,0.0,0.0,25822.0,0.0,0.0,0.0,1748.0,0.0,0,1000,700
10,3893.0,0.0,0.0,18156.0,0.0,0.0,0.0,12634.0,0.0,0,7080,50000
18,500.0,0.0,0.0,26878.0,0.0,0.0,0.0,1569.0,0.0,0,1150,4080
1,671.0,0.0,0.0,15257.0,0.0,0.0,0.0,645.0,0.0,0,3300,0
2,697.0,0.0,0.0,22174.0,0.0,0.0,0.0,640.0,0.0,0,6200,4000
3,305.0,0.0,0.0,17602.0,0.0,0.0,0.0,1050.0,0.0,0,1000,0
4,610.0,0.0,0.0,9454.0,0.0,0.0,0.0,1307.0,0.0,0,2725,400
5,505.0,0.0,0.0,19025.0,0.0,0.0,0.0,3546.0,0.0,0,18550,33000
6,870.0,0.0,0.0,18960.0,0.0,0.0,0.0,2870.0,0.0,0,2215,0
7,492.0,0.0,0.0,10490.0,0.0,0.0,0.0,1780.0,0.0,0,870,0
8,516.0,0.0,0.0,8271.0,0.0,0.0,0.0,620.0,0.0,0,300,0
9,218.0,0.0,0.0,5458.0,0.0,0.0,0.0,570.0,0.0,0,500,1360
10,440.0,0.0,0.0,12557.0,0.0,0.0,0.0,982.0,0.0,0,975,2800
11,1000.0,0.0,0.0,15200.0,0.0,0.0,0.0,3740.0,0.0,0,1760,0
12,731.0,0.0,0.0,17668.0,0.0,0.0,0.0,2022.0,0.0,0,34405,0
13,227.0,227.0,0.0,12714.0,12254.0,460.0,420.0,1010.0,1010.0,0,2000,0
14,624.0,520.0,104.0,17021.0,9466.0,7555.0,0.0,2214.0,1895.0,319,920,46555
15,1063.0,1063.0,0.0,19570.0,16690.0,2880.0,214.0,835.0,835.0,0,3000,3000
16,930.0,0.0,0.0,20424.0,0.0,0.0,0.0,3040.0,0.0,0,600,0
17,433.0,0.0,0.0,11926.0,0.0,0.0,0.0,1659.0,0.0,0,1200,0
18,209.0,0.0,0.0,11365.0,0.0,0.0,0.0,1133.0,0.0,0,2230,800
1,939.0,0.0,0.0,23341.0,0.0,0.0,0.0,3525.0,0.0,0,31460,700
18,1235.0,0.0,0.0,22698.0,0.0,0.0,0.0,2217.0,0.0,0,4165,0
14,530.0,0.0,0.0,22626.0,0.0,0.0,0.0,1600.0,0.0,0,2000,0
16,1100.0,0.0,0.0,21870.0,0.0,0.0,0.0,3580.0,0.0,0,3475,0
13,347.0,0.0,0.0,22481.0,0.0,0.0,0.0,2130.0,0.0,0,2270,1800
12,860.0,0.0,0.0,22672.0,0.0,0.0,0.0,2187.0,0.0,0,3170,0
11,302.0,0.0,0.0,18842.0,0.0,0.0,0.0,812.0,0.0,0,700,165
10,688.0,0.0,0.0,20986.0,0.0,0.0,0.0,3344.0,0.0,0,1500,0
9,1461.0,0.0,0.0,19824.0,0.0,0.0,0.0,3517.0,0.0,0,4190,6000
8,957.0,0.0,0.0,18124.0,0.0,0.0,0.0,1660.0,0.0,0,1875,80
7,1356.0,0.0,0.0,20788.0,0.0,0.0,0.0,1116.0,0.0,0,3500,50
5,1080.0,0.0,0.0,19998.0,0.0,0.0,0.0,3345.0,0.0,0,2185,5000
4,506.0,0.0,0.0,20287.0,0.0,0.0,0.0,2645.0,0.0,0,5700,960
3,575.0,0.0,0.0,20139.0,0.0,0.0,0.0,2319.0,0.0,0,2165,3300
2,1032.0,0.0,0.0,21023.0,0.0,0.0,0.0,999.0,0.0,0,1850,2500
12,681.0,0.0,0.0,21516.0,0.0,0.0,0.0,2944.0,0.0,0,4116,54550
6,890.0,0.0,0.0,16200.0,0.0,0.0,0.0,4290.0,0.0,0,1970,6000
7,813.0,0.0,0.0,15654.0,0.0,0.0,0.0,3455.0,0.0,0,1860,0
5,560.0,0.0,0.0,19868.0,0.0,0.0,0.0,2710.0,0.0,0,500,2400
1,3546.0,0.0,0.0,29682.0,0.0,0.0,0.0,2795.0,0.0,0,2625,5760
8,2722.0,0.0,0.0,43602.0,0.0,0.0,0.0,13525.0,0.0,0,10640,26320
9,494.0,0.0,0.0,11772.0,0.0,0.0,0.0,1160.0,0.0,0,2800,0
13,2595.0,2595.0,0.0,42297.0,36537.0,5760.0,0.0,1893.0,1893.0,0,21750,74410
10,150.0,0.0,0.0,2344.0,0.0,0.0,0.0,10.0,0.0,0,200,0
11,1080.0,0.0,0.0,32396.0,0.0,0.0,0.0,2150.0,0.0,0,13700,225
4,480.0,0.0,0.0,27920.0,0.0,0.0,0.0,3185.0,0.0,0,5320,2250
16,724.0,0.0,0.0,22499.0,0.0,0.0,0.0,2210.0,0.0,0,3783,0
14,869.0,869.0,0.0,23356.0,23356.0,0.0,0.0,1745.0,1745.0,0,2100,0
2,585.0,0.0,0.0,11712.0,0.0,0.0,0.0,605.0,0.0,0,1900,0
17,1000.0,0.0,0.0,27620.0,0.0,0.0,0.0,2625.0,0.0,0,4268,28400
18,817.0,0.0,0.0,20926.0,0.0,0.0,0.0,1895.0,0.0,0,2400,4104
3,849.0,0.0,0.0,21330.0,0.0,0.0,0.0,4780.0,0.0,0,1500,0
15,855.0,831.0,24.0,17876.0,12866.0,5010.0,0.0,3510.0,3510.0,0,9070,150
1,670.0,0.0,0.0,13442.0,0.0,0.0,0.0,1310.0,0.0,0,2000,3500
2,174.0,0.0,0.0,10310.0,0.0,0.0,0.0,1364.0,0.0,0,600,0
3,927.0,0.0,0.0,21278.0,0.0,0.0,0.0,2100.0,0.0,0,4155,5000
4,733.0,0.0,0.0,22222.0,0.0,0.0,0.0,3326.0,0.0,0,22185,110800
5,500.0,0.0,0.0,16376.0,0.0,0.0,0.0,2170.0,0.0,0,1830,400
6,650.0,0.0,0.0,15728.0,0.0,0.0,0.0,4085.0,0.0,0,2510,0
7,544.0,0.0,0.0,20288.0,0.0,0.0,0.0,1442.0,0.0,0,2759,2700
8,2665.0,0.0,0.0,24354.0,0.0,0.0,0.0,12304.0,0.0,0,5720,414240
9,1160.0,0.0,0.0,14984.0,0.0,0.0,0.0,4525.0,0.0,0,1785,0
10,1477.0,0.0,0.0,20752.0,0.0,0.0,0.0,6010.0,0.0,0,2437,0
11,557.0,0.0,0.0,12073.0,0.0,0.0,0.0,1918.0,0.0,0,4250,65
12,655.0,0.0,0.0,17738.0,0.0,0.0,0.0,2209.0,0.0,0,1000,0
13,1260.0,1185.0,75.0,19372.0,13802.0,5570.0,850.0,3280.0,3280.0,0,6845,75
14,582.0,582.0,0.0,23080.0,17180.0,5900.0,0.0,3165.0,3165.0,0,1740,34000
15,1588.0,1588.0,0.0,26532.0,23662.0,2870.0,0.0,3830.0,3830.0,0,5080,5330
16,437.0,0.0,0.0,17952.0,0.0,0.0,0.0,1122.0,0.0,0,1500,0
17,380.0,0.0,0.0,10633.0,0.0,0.0,0.0,1525.0,0.0,0,3665,0
18,275.0,0.0,0.0,15570.0,0.0,0.0,0.0,767.0,0.0,0,1790,0
1,883.0,0.0,0.0,23676.0,0.0,0.0,0.0,5660.0,0.0,0,1138,33240
2,1517.0,0.0,0.0,25716.0,0.0,0.0,0.0,1263.0,0.0,0,5100,0
3,600.0,0.0,0.0,14230.0,0.0,0.0,0.0,2310.0,0.0,0,2706,445
4,1425.0,0.0,0.0,20708.0,0.0,0.0,0.0,1425.0,0.0,0,2336,0
5,820.0,0.0,0.0,19586.0,0.0,0.0,0.0,2680.0,0.0,0,3910,0
6,450.0,0.0,0.0,9534.0,0.0,0.0,0.0,263.0,0.0,0,100,0
7,1573.0,0.0,0.0,29724.0,0.0,0.0,0.0,11266.0,0.0,0,1270,9095
8,1001.0,0.0,0.0,16140.0,0.0,0.0,0.0,1297.0,0.0,0,2740,0
9,300.0,0.0,0.0,38608.0,0.0,0.0,0.0,2970.0,0.0,0,9235,6750
10,543.0,0.0,0.0,12529.0,0.0,0.0,0.0,1450.0,0.0,0,1085,47000
11,1099.0,0.0,0.0,20052.0,0.0,0.0,0.0,7180.0,0.0,0,2405,2500
12,1157.0,0.0,0.0,15190.0,0.0,0.0,0.0,4426.0,0.0,0,21740,1440
13,1942.0,1862.0,80.0,51944.0,44744.0,7200.0,933.0,3930.0,3930.0,0,2245,121440
14,402.0,402.0,0.0,21762.0,21702.0,60.0,360.0,1600.0,1600.0,0,2865,0
15,1045.0,1045.0,0.0,18230.0,18230.0,0.0,910.0,1860.0,1860.0,0,16120,3000
16,1328.0,0.0,0.0,42264.0,0.0,0.0,0.0,4680.0,0.0,0,5700,1710
17,744.0,0.0,0.0,34608.0,0.0,0.0,0.0,2945.0,0.0,0,22250,46000
18,400.0,0.0,0.0,10598.0,0.0,0.0,0.0,2770.0,0.0,0,885,0
1,2751.0,0.0,0.0,28398.0,0.0,0.0,0.0,4694.0,0.0,0,3560,20000
2,1267.0,0.0,0.0,13956.0,0.0,0.0,0.0,3254.0,0.0,0,3100,140000
3,2389.0,0.0,0.0,19996.0,0.0,0.0,0.0,8095.0,0.0,0,3880,0
4,682.0,0.0,0.0,21478.0,0.0,0.0,0.0,2542.0,0.0,0,2700,0
5,1351.0,0.0,0.0,23595.0,0.0,0.0,0.0,4935.0,0.0,0,4760,0
6,753.0,0.0,0.0,4768.0,0.0,0.0,0.0,597.0,0.0,0,500,4500
7,958.0,0.0,0.0,13314.0,0.0,0.0,0.0,6820.0,0.0,0,4590,61250
8,1292.0,0.0,0.0,45812.0,0.0,0.0,0.0,7900.0,0.0,0,95232,308880
11,1400.0,0.0,0.0,13137.0,0.0,0.0,0.0,5510.0,0.0,0,3100,164800
12,426.0,0.0,0.0,10306.0,0.0,0.0,0.0,835.0,0.0,0,1200,0
13,778.0,748.0,30.0,19054.0,15454.0,3600.0,0.0,3030.0,3030.0,0,8900,3444
14,466.0,466.0,0.0,8254.0,5654.0,2600.0,0.0,630.0,630.0,0,1000,3290
15,878.0,714.0,164.0,14634.0,8094.0,6540.0,0.0,3260.0,3260.0,0,1250,20070
16,493.0,0.0,0.0,9022.0,0.0,0.0,0.0,2382.0,0.0,0,2700,0
9,583.0,0.0,0.0,11630.0,0.0,0.0,0.0,3165.0,0.0,0,1085,1160
10,591.0,0.0,0.0,10280.0,0.0,0.0,0.0,2824.0,0.0,0,3845,0
17,2060.0,0.0,0.0,30309.0,0.0,0.0,0.0,3690.0,0.0,0,4650,38000
18,753.0,0.0,0.0,15610.0,0.0,0.0,0.0,4650.0,0.0,0,2060,0
1,247.0,0.0,0.0,5150.0,0.0,0.0,0.0,815.0,0.0,0,1100,0
2,941.0,0.0,0.0,14410.0,0.0,0.0,0.0,3519.0,0.0,0,2000,0
3,1027.0,0.0,0.0,17677.0,0.0,0.0,0.0,6957.0,0.0,0,2000,0
4,1307.0,0.0,0.0,34480.0,0.0,0.0,0.0,3382.0,0.0,0,2250,0
5,1371.0,0.0,0.0,20840.0,0.0,0.0,0.0,2472.0,0.0,0,2500,0
6,905.0,0.0,0.0,14674.0,0.0,0.0,0.0,2820.0,0.0,0,1600,600
7,670.0,0.0,0.0,32110.0,0.0,0.0,0.0,7227.0,0.0,0,3825,7400
9,2024.0,0.0,0.0,40412.0,0.0,0.0,0.0,6335.0,0.0,0,2880,0
10,1881.0,0.0,0.0,39406.0,0.0,0.0,0.0,9527.0,0.0,0,3860,0
11,849.0,0.0,0.0,31966.0,0.0,0.0,0.0,3875.0,0.0,0,3000,4320
12,1275.0,0.0,0.0,42269.0,0.0,0.0,0.0,1708.0,0.0,0,3542,214296
17,561.0,0.0,0.0,16170.0,0.0,0.0,0.0,1922.0,0.0,0,2310,9552
13,2410.0,2410.0,0.0,16907.0,16907.0,0.0,0.0,2840.0,2410.0,430,5130,28000
14,936.0,936.0,0.0,32584.0,32584.0,0.0,360.0,2757.0,2657.0,100,2380,21500
15,1074.0,1074.0,0.0,12396.0,8616.0,3780.0,0.0,1245.0,1245.0,0,4700,0
20,6280.0,0.0,0.0,24744.0,0.0,0.0,0.0,9680.0,0.0,0,43660,17000
21,1251.0,0.0,0.0,39464.0,0.0,0.0,0.0,5625.0,0.0,0,4020,14400
22,1141.0,0.0,0.0,13515.0,0.0,0.0,0.0,2110.0,0.0,0,2859,4000
1,194.0,0.0,0.0,9217.0,0.0,0.0,0.0,355.0,0.0,0,560,2400
2,280.0,0.0,0.0,11293.0,0.0,0.0,0.0,2082.0,0.0,0,200,0
3,1528.0,0.0,0.0,21366.0,0.0,0.0,0.0,3774.0,0.0,0,6715,4500
4,680.0,0.0,0.0,7096.0,0.0,0.0,0.0,1830.0,0.0,0,3000,0
5,431.0,0.0,0.0,13541.0,0.0,0.0,0.0,1300.0,0.0,0,3900,2000
